product_name,product_type,brand,notable_effects,skintype,price,description,labels,Sensitive,Combination,Oily,Dry,Normal
Forest Essentials Aloe Vera Gel #1477,Cream,Mamaearth,"Glow, Nourishing, Brightening",Oily,Rs 729,"This mask helps with Hydrating, Brightening and suits Sensitive skin.",11,1,1,1,0,1
Mamaearth Skin Brightening Face Wash #1478,Mask,Forest Essentials,"Acne-Free, Refreshing, Hydrating",Sensitive,Rs 949,"This mask helps with Pore-Care, Soothing and suits Dry skin.",20,1,0,1,0,0
Khadi Natural Blush & Glow Face Wash #1479,Cream,Nykaa,"Hydrating, Refreshing, Pore-Care",Combination,Rs 187,"This cream helps with Soothing, Refreshing and suits Oily skin.",19,1,1,0,1,1
Biotique Potion Face Wash #1480,Cleanser,Biotique,"Glow, Deep Clean, Anti-Aging",Normal,Rs 583,"This gel helps with Hydrating, Soothing and suits Normal skin.",18,0,1,0,1,0
VLCC Skin Brightening Face Wash #1481,Cream,Biotique,"Refreshing, Brightening, Anti-Aging",Combination,Rs 639,"This face wash helps with Acne-Free, Nourishing and suits Oily skin.",20,1,1,0,1,0
Nykaa Skin Brightening Face Wash #1482,Mask,Khadi Natural,"Glow, Deep Clean, Pore-Care",Sensitive,Rs 701,"This face wash helps with Pore-Care, Deep Clean and suits Dry skin.",19,1,0,1,1,0
Biotique Skin Whitening Gel Cream #1483,Cream,Lakme,"Glow, Soothing, Acne-Free",Dry,Rs 931,"This gel helps with Pore-Care, Refreshing and suits Oily skin.",11,0,0,0,0,1
Lotus Herbals Advanced Fairness Face Wash #1484,Gel,Forest Essentials,"Anti-Aging, Pore-Care, Soothing",Dry,Rs 592,"This gel helps with Acne-Free, Nourishing and suits Dry skin.",14,0,0,0,0,0
Lotus Herbals Skin Brightening Face Wash #1485,Cream,Forest Essentials,"Glow, Refreshing, Brightening",Oily,Rs 357,"This gel helps with Anti-Aging, Hydrating and suits Combination skin.",15,0,0,0,0,0
Forest Essentials Herbal Face Wash #1486,Face Wash,VLCC,"Glow, Pore-Care, Acne-Free",Oily,Rs 614,"This face wash helps with Glow, Nourishing and suits Oily skin.",13,0,0,1,0,1
Forest Essentials Skin Whitening Gel Cream #1487,Cleanser,Patanjali,"Acne-Free, Hydrating, Pore-Care",Normal,Rs 684,"This face wash helps with Nourishing, Glow and suits Sensitive skin.",19,0,1,0,1,0
Patanjali Neem Face Wash #1488,Face Wash,Himalaya,"Anti-Aging, Hydrating, Nourishing",Normal,Rs 902,"This face wash helps with Soothing, Nourishing and suits Dry skin.",23,0,0,0,0,1
VLCC Skin Whitening Gel Cream #1489,Mask,Mamaearth,"Glow, Soothing, Anti-Aging",Sensitive,Rs 232,"This mask helps with Pore-Care, Nourishing and suits Combination skin.",20,1,1,1,1,0
Forest Essentials Advanced Fairness Face Wash #1490,Cleanser,Forest Essentials,"Pore-Care, Acne-Free, Deep Clean",Normal,Rs 345,"This mask helps with Anti-Aging, Pore-Care and suits Dry skin.",23,0,0,0,0,1
Lakme Aloe Vera Gel #1491,Mask,VLCC,"Anti-Aging, Hydrating, Refreshing",Normal,Rs 335,"This face wash helps with Hydrating, Pore-Care and suits Sensitive skin.",10,1,0,1,1,0
Biotique Advanced Fairness Face Wash #1492,Cleanser,Forest Essentials,"Nourishing, Brightening, Glow",Combination,Rs 502,"This face wash helps with Pore-Care, Hydrating and suits Normal skin.",23,1,0,1,0,1
Khadi Natural Skin Whitening Gel Cream #1493,Gel,Lotus Herbals,"Anti-Aging, Glow, Pore-Care",Combination,Rs 953,"This face wash helps with Nourishing, Anti-Aging and suits Dry skin.",10,1,1,1,0,0
Lakme Vitamin C Face Wash #1494,Face Wash,Patanjali,"Glow, Hydrating, Brightening",Oily,Rs 410,"This mask helps with Hydrating, Brightening and suits Oily skin.",23,1,1,0,1,0
Lakme Blush & Glow Face Wash #1495,Mask,Lotus Herbals,"Nourishing, Soothing, Acne-Free",Dry,Rs 741,"This gel helps with Acne-Free, Nourishing and suits Normal skin.",21,0,1,1,0,0
Lotus Herbals Neem Face Wash #1496,Mask,Lakme,"Brightening, Pore-Care, Deep Clean",Dry,Rs 326,"This mask helps with Soothing, Deep Clean and suits Oily skin.",12,1,0,0,1,1
Himalaya Neem Face Wash #1497,Face Wash,Himalaya,"Glow, Soothing, Brightening",Normal,Rs 195,"This face wash helps with Acne-Free, Brightening and suits Sensitive skin.",12,1,1,0,0,1
Lakme Blush & Glow Face Wash #1498,Face Wash,Khadi Natural,"Anti-Aging, Pore-Care, Nourishing",Dry,Rs 316,"This face wash helps with Refreshing, Nourishing and suits Dry skin.",10,1,0,0,1,1
Forest Essentials Radiance Cream #1499,Cleanser,Nykaa,"Refreshing, Soothing, Hydrating",Oily,Rs 263,"This face wash helps with Hydrating, Refreshing and suits Combination skin.",19,0,0,1,1,0
Patanjali Neem Face Wash #1500,Face Wash,VLCC,"Soothing, Nourishing, Anti-Aging",Dry,Rs 564,"This mask helps with Glow, Hydrating and suits Oily skin.",20,1,1,1,0,1
Himalaya Vitamin C Face Wash #1501,Gel,Forest Essentials,"Soothing, Pore-Care, Brightening",Normal,Rs 553,"This gel helps with Acne-Free, Pore-Care and suits Normal skin.",21,1,0,0,0,1
Mamaearth Neem Face Wash #1502,Cleanser,Lotus Herbals,"Hydrating, Brightening, Refreshing",Dry,Rs 400,"This cleanser helps with Hydrating, Nourishing and suits Sensitive skin.",12,0,1,1,0,0
Khadi Natural Blush & Glow Face Wash #1503,Mask,Patanjali,"Pore-Care, Glow, Hydrating",Sensitive,Rs 835,"This cream helps with Nourishing, Pore-Care and suits Oily skin.",22,1,1,0,0,1
VLCC Advanced Fairness Face Wash #1504,Cream,Nykaa,"Hydrating, Anti-Aging, Glow",Dry,Rs 557,"This cream helps with Hydrating, Pore-Care and suits Combination skin.",20,0,0,1,1,0
Himalaya Blush & Glow Face Wash #1505,Cleanser,VLCC,"Soothing, Refreshing, Brightening",Combination,Rs 252,"This cleanser helps with Soothing, Anti-Aging and suits Combination skin.",20,1,0,1,0,1
Lotus Herbals Advanced Fairness Face Wash #1506,Cleanser,Mamaearth,"Acne-Free, Hydrating, Soothing",Sensitive,Rs 371,"This face wash helps with Brightening, Anti-Aging and suits Normal skin.",18,1,0,1,0,0
Mamaearth Radiance Cream #1507,Mask,Lotus Herbals,"Glow, Hydrating, Pore-Care",Dry,Rs 556,"This cream helps with Deep Clean, Anti-Aging and suits Combination skin.",11,1,1,1,1,1
Mamaearth Radiance Cream #1508,Gel,Lotus Herbals,"Acne-Free, Anti-Aging, Pore-Care",Combination,Rs 251,"This mask helps with Pore-Care, Nourishing and suits Combination skin.",13,0,0,0,0,1
VLCC Radiance Cream #1509,Gel,Khadi Natural,"Brightening, Pore-Care, Soothing",Normal,Rs 527,"This gel helps with Hydrating, Brightening and suits Oily skin.",12,1,1,1,0,1
Mamaearth Skin Whitening Gel Cream #1510,Gel,Lotus Herbals,"Anti-Aging, Nourishing, Deep Clean",Combination,Rs 516,"This mask helps with Pore-Care, Deep Clean and suits Combination skin.",20,1,0,0,0,1
VLCC Blush & Glow Face Wash #1511,Gel,Forest Essentials,"Nourishing, Refreshing, Acne-Free",Combination,Rs 315,"This mask helps with Deep Clean, Glow and suits Sensitive skin.",24,0,1,1,0,1
Lotus Herbals Potion Face Wash #1512,Cleanser,Forest Essentials,"Hydrating, Acne-Free, Pore-Care",Sensitive,Rs 224,"This gel helps with Refreshing, Anti-Aging and suits Oily skin.",24,0,0,0,1,1
Himalaya Blush & Glow Face Wash #1513,Cleanser,Biotique,"Brightening, Anti-Aging, Hydrating",Sensitive,Rs 491,"This face wash helps with Glow, Deep Clean and suits Normal skin.",14,0,1,1,1,0
Himalaya Herbal Face Wash #1514,Mask,Himalaya,"Anti-Aging, Acne-Free, Nourishing",Oily,Rs 588,"This mask helps with Soothing, Glow and suits Normal skin.",10,1,0,1,1,1
Lotus Herbals Aloe Vera Gel #1515,Face Wash,Patanjali,"Deep Clean, Pore-Care, Glow",Combination,Rs 797,"This mask helps with Deep Clean, Refreshing and suits Dry skin.",15,1,1,0,1,0
Lakme Potion Face Wash #1516,Gel,Lotus Herbals,"Hydrating, Brightening, Nourishing",Normal,Rs 823,"This face wash helps with Soothing, Glow and suits Normal skin.",13,1,0,0,0,0
VLCC Potion Face Wash #1517,Cleanser,Lakme,"Acne-Free, Nourishing, Hydrating",Dry,Rs 588,"This face wash helps with Brightening, Soothing and suits Combination skin.",19,0,0,1,1,0
Himalaya Skin Whitening Gel Cream #1518,Mask,Patanjali,"Brightening, Anti-Aging, Deep Clean",Combination,Rs 895,"This mask helps with Soothing, Pore-Care and suits Sensitive skin.",13,0,1,0,1,1
Lotus Herbals Herbal Face Wash #1519,Cream,Mamaearth,"Nourishing, Anti-Aging, Deep Clean",Combination,Rs 751,"This cream helps with Hydrating, Nourishing and suits Oily skin.",12,0,0,0,0,1
Khadi Natural Potion Face Wash #1520,Cream,Khadi Natural,"Acne-Free, Glow, Deep Clean",Normal,Rs 731,"This gel helps with Acne-Free, Soothing and suits Oily skin.",17,0,0,0,1,0
Patanjali Neem Face Wash #1521,Mask,Lakme,"Brightening, Pore-Care, Anti-Aging",Sensitive,Rs 744,"This mask helps with Hydrating, Brightening and suits Normal skin.",11,0,1,0,1,1
Forest Essentials Skin Brightening Face Wash #1522,Gel,Patanjali,"Anti-Aging, Nourishing, Glow",Sensitive,Rs 447,"This face wash helps with Nourishing, Brightening and suits Combination skin.",22,1,1,1,1,0
Lotus Herbals Advanced Fairness Face Wash #1523,Cleanser,Nykaa,"Nourishing, Soothing, Brightening",Dry,Rs 356,"This cleanser helps with Brightening, Soothing and suits Normal skin.",10,1,1,1,1,1
VLCC Neem Face Wash #1524,Cream,Mamaearth,"Pore-Care, Deep Clean, Nourishing",Oily,Rs 295,"This mask helps with Hydrating, Anti-Aging and suits Oily skin.",22,1,0,0,0,1
Lakme Skin Whitening Gel Cream #1525,Gel,Khadi Natural,"Refreshing, Brightening, Pore-Care",Combination,Rs 155,"This face wash helps with Acne-Free, Soothing and suits Normal skin.",17,0,0,0,1,0
Biotique Radiance Cream #1526,Face Wash,Lotus Herbals,"Deep Clean, Hydrating, Glow",Oily,Rs 665,"This gel helps with Nourishing, Brightening and suits Normal skin.",24,0,0,1,1,1
Nykaa Vitamin C Face Wash #1527,Cream,Himalaya,"Nourishing, Anti-Aging, Refreshing",Sensitive,Rs 989,"This cleanser helps with Deep Clean, Nourishing and suits Combination skin.",16,1,0,0,0,0
Mamaearth Vitamin C Face Wash #1528,Gel,Biotique,"Acne-Free, Brightening, Soothing",Normal,Rs 896,"This cleanser helps with Refreshing, Anti-Aging and suits Normal skin.",24,1,1,1,0,1
Forest Essentials Advanced Fairness Face Wash #1529,Cream,Nykaa,"Hydrating, Deep Clean, Glow",Sensitive,Rs 793,"This gel helps with Deep Clean, Acne-Free and suits Dry skin.",10,0,1,1,0,0
Lakme Skin Whitening Gel Cream #1530,Cream,Forest Essentials,"Refreshing, Anti-Aging, Deep Clean",Oily,Rs 635,"This gel helps with Deep Clean, Nourishing and suits Combination skin.",24,0,0,0,0,1
Biotique Herbal Face Wash #1531,Gel,Mamaearth,"Nourishing, Brightening, Anti-Aging",Dry,Rs 946,"This gel helps with Anti-Aging, Deep Clean and suits Dry skin.",11,0,0,1,1,1
Patanjali Skin Brightening Face Wash #1532,Cleanser,VLCC,"Glow, Brightening, Hydrating",Sensitive,Rs 968,"This face wash helps with Pore-Care, Acne-Free and suits Oily skin.",10,1,0,0,1,1
Himalaya Skin Whitening Gel Cream #1533,Cream,Forest Essentials,"Deep Clean, Glow, Nourishing",Normal,Rs 147,"This gel helps with Nourishing, Deep Clean and suits Normal skin.",19,1,1,0,0,1
Biotique Skin Whitening Gel Cream #1534,Cream,Nykaa,"Acne-Free, Brightening, Anti-Aging",Sensitive,Rs 417,"This mask helps with Refreshing, Nourishing and suits Oily skin.",24,0,1,1,1,1
Forest Essentials Vitamin C Face Wash #1535,Cream,Forest Essentials,"Anti-Aging, Brightening, Nourishing",Dry,Rs 890,"This cream helps with Brightening, Hydrating and suits Dry skin.",24,1,0,1,0,0
Himalaya Radiance Cream #1536,Gel,Lotus Herbals,"Hydrating, Anti-Aging, Brightening",Oily,Rs 847,"This mask helps with Acne-Free, Pore-Care and suits Dry skin.",22,0,1,0,1,1
Mamaearth Potion Face Wash #1537,Gel,Lakme,"Glow, Hydrating, Anti-Aging",Dry,Rs 481,"This cleanser helps with Deep Clean, Brightening and suits Dry skin.",22,0,1,1,1,0
VLCC Blush & Glow Face Wash #1538,Face Wash,Himalaya,"Nourishing, Soothing, Deep Clean",Dry,Rs 955,"This mask helps with Glow, Acne-Free and suits Dry skin.",17,1,1,0,0,0
Nykaa Potion Face Wash #1539,Gel,Lakme,"Anti-Aging, Nourishing, Hydrating",Normal,Rs 390,"This face wash helps with Hydrating, Glow and suits Normal skin.",10,1,0,1,0,1
Lotus Herbals Radiance Cream #1540,Face Wash,Biotique,"Deep Clean, Glow, Acne-Free",Normal,Rs 858,"This mask helps with Glow, Brightening and suits Dry skin.",18,1,0,1,0,0
Khadi Natural Blush & Glow Face Wash #1541,Cream,Mamaearth,"Nourishing, Soothing, Deep Clean",Combination,Rs 584,"This cleanser helps with Nourishing, Hydrating and suits Oily skin.",19,0,1,1,0,1
Nykaa Blush & Glow Face Wash #1542,Cleanser,Patanjali,"Hydrating, Refreshing, Anti-Aging",Combination,Rs 713,"This mask helps with Nourishing, Glow and suits Combination skin.",23,0,0,0,1,1
VLCC Aloe Vera Gel #1543,Gel,Mamaearth,"Soothing, Refreshing, Glow",Sensitive,Rs 196,"This gel helps with Glow, Soothing and suits Oily skin.",24,1,0,0,0,0
Lakme Herbal Face Wash #1544,Face Wash,Lotus Herbals,"Nourishing, Hydrating, Deep Clean",Dry,Rs 291,"This face wash helps with Anti-Aging, Pore-Care and suits Combination skin.",21,1,0,1,0,0
Himalaya Herbal Face Wash #1545,Mask,Mamaearth,"Acne-Free, Soothing, Glow",Oily,Rs 203,"This cleanser helps with Deep Clean, Glow and suits Oily skin.",23,1,0,1,0,0
Nykaa Radiance Cream #1546,Cream,Nykaa,"Glow, Soothing, Refreshing",Oily,Rs 620,"This cleanser helps with Nourishing, Brightening and suits Sensitive skin.",15,0,1,1,0,1
Patanjali Vitamin C Face Wash #1547,Face Wash,Lakme,"Hydrating, Pore-Care, Nourishing",Dry,Rs 957,"This gel helps with Pore-Care, Deep Clean and suits Normal skin.",15,0,0,0,0,0
Himalaya Herbal Face Wash #1548,Cream,Khadi Natural,"Soothing, Hydrating, Deep Clean",Combination,Rs 896,"This face wash helps with Deep Clean, Hydrating and suits Sensitive skin.",21,1,1,0,0,1
Himalaya Advanced Fairness Face Wash #1549,Gel,Himalaya,"Hydrating, Refreshing, Glow",Dry,Rs 507,"This face wash helps with Deep Clean, Pore-Care and suits Oily skin.",22,0,1,0,1,0
VLCC Neem Face Wash #1550,Face Wash,Forest Essentials,"Hydrating, Glow, Soothing",Combination,Rs 875,"This cream helps with Brightening, Nourishing and suits Combination skin.",13,0,0,1,0,0
Biotique Aloe Vera Gel #1551,Cleanser,Forest Essentials,"Pore-Care, Acne-Free, Deep Clean",Oily,Rs 737,"This gel helps with Hydrating, Anti-Aging and suits Oily skin.",19,0,0,1,1,1
Lotus Herbals Skin Brightening Face Wash #1552,Gel,Patanjali,"Pore-Care, Soothing, Anti-Aging",Sensitive,Rs 500,"This cleanser helps with Acne-Free, Deep Clean and suits Normal skin.",22,1,0,1,0,0
Himalaya Skin Brightening Face Wash #1553,Face Wash,Himalaya,"Refreshing, Soothing, Deep Clean",Normal,Rs 780,"This cream helps with Brightening, Refreshing and suits Oily skin.",15,1,0,0,1,0
Patanjali Skin Whitening Gel Cream #1554,Gel,Himalaya,"Acne-Free, Deep Clean, Brightening",Oily,Rs 329,"This gel helps with Refreshing, Soothing and suits Normal skin.",17,0,1,0,1,0
Lakme Skin Brightening Face Wash #1555,Gel,Patanjali,"Pore-Care, Hydrating, Brightening",Oily,Rs 872,"This cleanser helps with Deep Clean, Acne-Free and suits Oily skin.",16,1,0,1,1,0
Lotus Herbals Skin Brightening Face Wash #1556,Mask,Mamaearth,"Soothing, Anti-Aging, Brightening",Oily,Rs 754,"This face wash helps with Soothing, Acne-Free and suits Dry skin.",15,1,0,1,0,1
Khadi Natural Advanced Fairness Face Wash #1557,Gel,Himalaya,"Acne-Free, Glow, Refreshing",Normal,Rs 752,"This mask helps with Pore-Care, Hydrating and suits Normal skin.",13,1,1,1,0,1
Lotus Herbals Skin Brightening Face Wash #1558,Cleanser,Nykaa,"Anti-Aging, Nourishing, Brightening",Dry,Rs 885,"This mask helps with Deep Clean, Acne-Free and suits Sensitive skin.",19,1,0,1,0,1
VLCC Radiance Cream #1559,Face Wash,Lakme,"Soothing, Pore-Care, Deep Clean",Normal,Rs 534,"This cleanser helps with Hydrating, Deep Clean and suits Dry skin.",15,0,0,0,0,0
Lakme Radiance Cream #1560,Mask,Khadi Natural,"Deep Clean, Soothing, Anti-Aging",Dry,Rs 394,"This cream helps with Acne-Free, Deep Clean and suits Normal skin.",10,0,1,0,1,1
Himalaya Advanced Fairness Face Wash #1561,Mask,Forest Essentials,"Hydrating, Deep Clean, Brightening",Dry,Rs 421,"This cleanser helps with Glow, Acne-Free and suits Dry skin.",24,1,0,0,1,0
Forest Essentials Neem Face Wash #1562,Cream,Nykaa,"Brightening, Anti-Aging, Nourishing",Oily,Rs 497,"This gel helps with Hydrating, Soothing and suits Dry skin.",21,1,1,0,1,1
Khadi Natural Neem Face Wash #1563,Face Wash,VLCC,"Acne-Free, Soothing, Glow",Dry,Rs 623,"This cream helps with Refreshing, Glow and suits Dry skin.",20,0,1,0,1,0
Khadi Natural Herbal Face Wash #1564,Cleanser,Patanjali,"Brightening, Hydrating, Refreshing",Normal,Rs 853,"This cleanser helps with Soothing, Glow and suits Combination skin.",16,1,0,1,0,1
VLCC Blush & Glow Face Wash #1565,Gel,Mamaearth,"Pore-Care, Hydrating, Nourishing",Oily,Rs 193,"This face wash helps with Hydrating, Anti-Aging and suits Normal skin.",16,0,0,0,1,1
Khadi Natural Vitamin C Face Wash #1566,Cream,VLCC,"Nourishing, Refreshing, Acne-Free",Dry,Rs 785,"This cream helps with Acne-Free, Glow and suits Normal skin.",12,0,1,1,0,1
Patanjali Advanced Fairness Face Wash #1567,Face Wash,Biotique,"Hydrating, Nourishing, Anti-Aging",Sensitive,Rs 821,"This gel helps with Glow, Acne-Free and suits Dry skin.",21,1,1,1,1,0
Biotique Advanced Fairness Face Wash #1568,Cream,VLCC,"Soothing, Nourishing, Brightening",Oily,Rs 677,"This gel helps with Brightening, Refreshing and suits Normal skin.",13,0,1,1,1,0
Biotique Vitamin C Face Wash #1569,Mask,Lakme,"Pore-Care, Brightening, Deep Clean",Normal,Rs 371,"This mask helps with Deep Clean, Pore-Care and suits Sensitive skin.",10,0,0,1,0,0
Mamaearth Skin Whitening Gel Cream #1570,Cream,VLCC,"Refreshing, Deep Clean, Soothing",Oily,Rs 728,"This face wash helps with Acne-Free, Hydrating and suits Dry skin.",12,1,1,0,1,1
Lakme Skin Brightening Face Wash #1571,Gel,VLCC,"Pore-Care, Glow, Deep Clean",Normal,Rs 981,"This face wash helps with Refreshing, Glow and suits Oily skin.",23,0,1,0,1,1
Himalaya Potion Face Wash #1572,Cream,Himalaya,"Soothing, Brightening, Hydrating",Dry,Rs 460,"This gel helps with Deep Clean, Nourishing and suits Oily skin.",12,0,1,0,0,1
VLCC Blush & Glow Face Wash #1573,Cleanser,Himalaya,"Anti-Aging, Hydrating, Nourishing",Normal,Rs 728,"This cream helps with Pore-Care, Soothing and suits Oily skin.",16,0,1,1,0,1
Nykaa Skin Brightening Face Wash #1574,Gel,Biotique,"Pore-Care, Soothing, Nourishing",Combination,Rs 676,"This mask helps with Soothing, Deep Clean and suits Oily skin.",13,1,0,1,1,0
Patanjali Blush & Glow Face Wash #1575,Cleanser,VLCC,"Refreshing, Soothing, Glow",Dry,Rs 154,"This mask helps with Brightening, Hydrating and suits Oily skin.",17,0,0,1,1,0
Khadi Natural Neem Face Wash #1576,Cream,Biotique,"Glow, Anti-Aging, Acne-Free",Sensitive,Rs 840,"This gel helps with Acne-Free, Soothing and suits Normal skin.",24,1,0,0,1,1
Himalaya Blush & Glow Face Wash #1577,Cleanser,Mamaearth,"Nourishing, Refreshing, Brightening",Dry,Rs 295,"This cream helps with Anti-Aging, Soothing and suits Sensitive skin.",21,1,0,0,0,0
Patanjali Blush & Glow Face Wash #1578,Face Wash,Nykaa,"Soothing, Glow, Pore-Care",Normal,Rs 553,"This cleanser helps with Nourishing, Hydrating and suits Oily skin.",17,1,0,1,1,0
Forest Essentials Potion Face Wash #1579,Face Wash,Khadi Natural,"Deep Clean, Soothing, Brightening",Oily,Rs 101,"This cream helps with Pore-Care, Soothing and suits Oily skin.",17,1,1,0,1,0
Nykaa Neem Face Wash #1580,Mask,Forest Essentials,"Hydrating, Deep Clean, Acne-Free",Oily,Rs 900,"This gel helps with Acne-Free, Soothing and suits Sensitive skin.",12,1,1,1,1,0
Forest Essentials Neem Face Wash #1581,Gel,VLCC,"Brightening, Acne-Free, Anti-Aging",Normal,Rs 568,"This cream helps with Refreshing, Pore-Care and suits Normal skin.",16,0,0,0,1,0
Khadi Natural Advanced Fairness Face Wash #1582,Face Wash,Himalaya,"Deep Clean, Acne-Free, Anti-Aging",Sensitive,Rs 374,"This cream helps with Glow, Hydrating and suits Combination skin.",23,0,1,1,1,0
Biotique Blush & Glow Face Wash #1583,Face Wash,Lakme,"Hydrating, Deep Clean, Nourishing",Combination,Rs 518,"This face wash helps with Brightening, Nourishing and suits Dry skin.",17,0,1,1,1,0
VLCC Herbal Face Wash #1584,Mask,Mamaearth,"Hydrating, Glow, Deep Clean",Dry,Rs 272,"This mask helps with Pore-Care, Acne-Free and suits Normal skin.",14,1,0,1,0,0
Biotique Skin Whitening Gel Cream #1585,Cleanser,Biotique,"Nourishing, Acne-Free, Brightening",Normal,Rs 813,"This mask helps with Brightening, Nourishing and suits Combination skin.",21,1,0,0,0,0
VLCC Aloe Vera Gel #1586,Cleanser,Himalaya,"Soothing, Refreshing, Acne-Free",Oily,Rs 291,"This cream helps with Pore-Care, Deep Clean and suits Sensitive skin.",18,1,0,0,0,1
Himalaya Neem Face Wash #1587,Cleanser,VLCC,"Refreshing, Soothing, Deep Clean",Sensitive,Rs 960,"This mask helps with Pore-Care, Soothing and suits Combination skin.",17,0,0,1,0,1
Patanjali Radiance Cream #1588,Face Wash,VLCC,"Hydrating, Pore-Care, Soothing",Oily,Rs 777,"This face wash helps with Brightening, Hydrating and suits Dry skin.",15,0,0,0,0,1
VLCC Neem Face Wash #1589,Cleanser,Khadi Natural,"Deep Clean, Anti-Aging, Brightening",Oily,Rs 362,"This face wash helps with Refreshing, Acne-Free and suits Oily skin.",17,1,1,1,0,0
VLCC Neem Face Wash #1590,Face Wash,Lakme,"Soothing, Hydrating, Brightening",Dry,Rs 546,"This cleanser helps with Nourishing, Soothing and suits Sensitive skin.",16,1,1,0,1,0
VLCC Vitamin C Face Wash #1591,Gel,Khadi Natural,"Glow, Pore-Care, Hydrating",Normal,Rs 488,"This face wash helps with Acne-Free, Hydrating and suits Dry skin.",10,1,0,1,1,1
Nykaa Vitamin C Face Wash #1592,Cream,Himalaya,"Hydrating, Soothing, Anti-Aging",Oily,Rs 376,"This cream helps with Glow, Hydrating and suits Oily skin.",24,1,0,1,0,0
Lotus Herbals Aloe Vera Gel #1593,Cleanser,Lakme,"Brightening, Refreshing, Glow",Oily,Rs 197,"This cleanser helps with Soothing, Deep Clean and suits Oily skin.",23,0,0,0,0,1
Nykaa Skin Brightening Face Wash #1594,Face Wash,Nykaa,"Hydrating, Glow, Anti-Aging",Dry,Rs 100,"This cleanser helps with Anti-Aging, Glow and suits Dry skin.",18,1,0,1,1,0
Himalaya Neem Face Wash #1595,Gel,Khadi Natural,"Anti-Aging, Pore-Care, Glow",Combination,Rs 561,"This cleanser helps with Deep Clean, Acne-Free and suits Dry skin.",11,0,0,1,1,1
VLCC Advanced Fairness Face Wash #1596,Mask,VLCC,"Anti-Aging, Acne-Free, Hydrating",Normal,Rs 606,"This cream helps with Pore-Care, Nourishing and suits Oily skin.",15,1,0,0,0,1
VLCC Vitamin C Face Wash #1597,Cleanser,Himalaya,"Glow, Deep Clean, Soothing",Sensitive,Rs 542,"This face wash helps with Brightening, Refreshing and suits Oily skin.",20,1,1,0,1,0
Biotique Skin Whitening Gel Cream #1598,Gel,Lakme,"Brightening, Pore-Care, Acne-Free",Dry,Rs 849,"This face wash helps with Brightening, Nourishing and suits Normal skin.",23,0,0,1,1,0
VLCC Blush & Glow Face Wash #1599,Cream,VLCC,"Glow, Hydrating, Acne-Free",Oily,Rs 265,"This mask helps with Glow, Nourishing and suits Normal skin.",24,1,0,1,1,1
Mamaearth Skin Whitening Gel Cream #1600,Gel,VLCC,"Anti-Aging, Acne-Free, Nourishing",Dry,Rs 352,"This cleanser helps with Pore-Care, Refreshing and suits Dry skin.",15,1,0,0,1,0
Lotus Herbals Radiance Cream #1601,Cleanser,Biotique,"Nourishing, Brightening, Acne-Free",Combination,Rs 772,"This face wash helps with Soothing, Acne-Free and suits Oily skin.",16,1,0,0,1,0
VLCC Neem Face Wash #1602,Cleanser,Lakme,"Refreshing, Nourishing, Acne-Free",Dry,Rs 464,"This gel helps with Refreshing, Soothing and suits Normal skin.",13,1,0,0,1,0
Mamaearth Potion Face Wash #1603,Cream,Forest Essentials,"Brightening, Deep Clean, Refreshing",Oily,Rs 309,"This cream helps with Acne-Free, Anti-Aging and suits Oily skin.",15,0,0,1,0,0
Mamaearth Advanced Fairness Face Wash #1604,Mask,Lotus Herbals,"Refreshing, Glow, Brightening",Dry,Rs 910,"This cream helps with Refreshing, Glow and suits Sensitive skin.",10,1,0,1,0,0
Forest Essentials Advanced Fairness Face Wash #1605,Cream,VLCC,"Brightening, Glow, Nourishing",Normal,Rs 740,"This gel helps with Acne-Free, Refreshing and suits Combination skin.",23,1,1,0,1,1
Patanjali Radiance Cream #1606,Cleanser,Lakme,"Pore-Care, Nourishing, Brightening",Normal,Rs 656,"This face wash helps with Nourishing, Brightening and suits Normal skin.",19,0,0,0,0,1
Biotique Potion Face Wash #1607,Cream,Khadi Natural,"Brightening, Glow, Refreshing",Dry,Rs 634,"This gel helps with Brightening, Soothing and suits Normal skin.",14,1,1,0,1,1
Lotus Herbals Potion Face Wash #1608,Mask,Mamaearth,"Glow, Soothing, Nourishing",Normal,Rs 152,"This mask helps with Glow, Brightening and suits Oily skin.",23,1,1,0,0,0
Lakme Blush & Glow Face Wash #1609,Cleanser,Himalaya,"Soothing, Acne-Free, Brightening",Combination,Rs 740,"This gel helps with Soothing, Hydrating and suits Sensitive skin.",24,0,1,1,1,0
VLCC Advanced Fairness Face Wash #1610,Gel,Nykaa,"Soothing, Brightening, Deep Clean",Normal,Rs 317,"This cream helps with Refreshing, Acne-Free and suits Sensitive skin.",10,0,0,1,1,1
Himalaya Herbal Face Wash #1611,Cream,Lakme,"Deep Clean, Hydrating, Refreshing",Sensitive,Rs 953,"This gel helps with Hydrating, Glow and suits Oily skin.",22,1,0,0,1,1
Khadi Natural Herbal Face Wash #1612,Cleanser,Khadi Natural,"Nourishing, Acne-Free, Soothing",Combination,Rs 916,"This face wash helps with Anti-Aging, Hydrating and suits Oily skin.",19,1,1,0,1,1
Lakme Vitamin C Face Wash #1613,Mask,Forest Essentials,"Brightening, Refreshing, Acne-Free",Dry,Rs 761,"This cleanser helps with Hydrating, Soothing and suits Normal skin.",21,0,0,1,1,0
